noreg,tanggal_record,plan,aktual,reject,persentase,hadir,keterangan
2604144,2026-07-15,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2603131,2026-07-15,0,0,0,,✔,"melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan pemotongan material seperti beton neser, aluminium dan membuat peralatan peleburan seperti canting,stik slag, dan stik aluminium sehabis itu lalu melakukan pengecatan ladle fcd no 2 dan 1"
2605047,2026-07-15,0,25,0,100.0,✔,Tidak ada
2605018,2026-07-15,55,55,1,100.0,✔,Tidak ada
2606102,2026-07-15,55,60,4,109.09,✔,Tidak ada
2605043,2026-07-15,192,192,0,100.0,✔,Tidak ada
2605039,2026-07-15,54,54,0,100.0,✔,Tidak ada
2603146,2026-07-14,14,14,0,100.0,✔,"Pengecekan Pasir 
Pengecekan Core"
2603146,2026-07-15,0,0,0,,✔,"Pengecekan Pasir 
Pengecekan Core 

Kendala :
-Selang furnace bocor tidak jadi pouring"
2605046,2026-07-16,0,45,0,100.0,✔,
2605045,2026-07-16,0,11,0,100.0,✔,tidak ada
2605033,2026-07-16,18,18,0,100.0,✔,tidak ada
2603130,2026-07-15,230,250,0,108.7,✔,"laser marking, plasma cutting, burrying moving GALAH 4M D33 (120 pcs) & D38 (110 pcs) , GALAH 6M D38 (20 pcs), packing 11 koli, assembly."
2605044,2026-07-16,0,205,0,100.0,✔,tidak ada
2604144,2026-07-16,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2602168,2026-07-16,200,228,0,114.0,✔,
2603131,2026-07-16,0,0,0,,✔,"melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan pemotongan material seperti beton neser, aluminium dan membuat peralatan peleburan seperti canting,stik slag, dan stik aluminium setelah membuat stik aluminium lalu melakukan pengecatan di area ladle dengan warna kuning"
2605012,2026-07-16,18,0,0,0.0,✔,Tidak ada
2605018,2026-07-16,0,309,1,100.0,✔,Tidak ada
2605047,2026-07-16,0,33,0,100.0,✔,Tidak adaa
2606102,2026-07-16,0,70,7,100.0,✔,Tidak ada
2605039,2026-07-16,38,38,0,100.0,✔,Tidak ada
2605046,2026-07-17,0,5,1,100.0,✔,
2605045,2026-07-17,0,23,0,100.0,✔,tidak ada
2605033,2026-07-17,22,22,0,100.0,✔,tidak ada
2603130,2026-07-16,230,230,0,100.0,✔,"laser marking, plasma cutting burrying moving GALAH 4M D33 (110 pcs) & D38 (120 pcs), end graving error 30 menit, assembly, packing 9 koli."
2602168,2026-07-17,200,200,0,100.0,✔,"1. Mengecek sebelum masuk proses assembling total 234 PCS
2. Assembling"
2604144,2026-07-17,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2605044,2026-07-17,0,143,0,100.0,✔,tidak ada
2605039,2026-07-17,46,46,0,100.0,✔,Tidak ada
2605018,2026-07-17,144,416,2,288.89,✔,Tidak ada
2605046,2026-07-18,0,40,0,100.0,✔,
2605045,2026-07-18,0,20,0,100.0,✔,tidak ada
2605033,2026-07-18,33,33,3,100.0,✔,tidak ada
2605042,2026-07-16,0,40,0,100.0,✔,
2605042,2026-07-17,0,21,0,100.0,✔,Repair air gerinda
2605047,2026-07-17,0,35,0,100.0,✔,Tidak ada
2602168,2026-07-18,200,150,0,75.0,✔,1. Pengecekan sebelum masuk proses assembling
2605047,2026-07-18,0,14,0,100.0,✔,Gerinda duduk lanjut repair jig
2605039,2026-07-18,14,14,0,100.0,✔,Tidak ada
2606103,2026-07-13,0,0,0,,✔,repair pattern koplinh
2606103,2026-07-14,0,0,0,,✔,"repair pattern, cetak pakai cairan resin"
2606103,2026-07-15,0,0,0,,✔,repair pattern
2606103,2026-07-16,0,0,7,,✔,rph pattern tgl 17
2606103,2026-07-17,6,0,0,0.0,✔,rph pattern tgl 20
2606103,2026-07-18,6,0,0,0.0,✔,repair pattern untuk rph tanggal. 20
2606102,2026-07-17,55,55,2,100.0,✔,Tidak ada
2606102,2026-07-18,0,36,6,100.0,✔,Tidak ada
2603130,2026-07-17,230,220,0,95.65,✔,"laser marking, plasma cutting, burrying moving, Galah 4M D33 (150 pcs) D38 (70 pcs), packing 25 koli."
2603130,2026-07-18,230,130,0,56.52,✔,"laser marking, plasma cutting, burrying moving, Galah 4M D33 (70 pcs) D38 (60 pcs), packing wrapping 20 koli."
2603131,2026-07-18,0,0,0,,✔,"melakukan pembersihan sisa cairan dan slag dengan menggunakan dril, lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan pemotongan material seperti beton neser, aluminium dan membuat peralatan peleburan seperti canting,stik slag, dan stik aluminium sehabis membuat peralatan peleburan lanjut melakukan projek former ladle teapot"
2605011,2026-07-19,50,50,0,100.0,✔,Tidak ada
2605011,2026-07-17,55,60,0,109.09,✔,Tidak ada
2605044,2026-07-20,0,102,0,100.0,✔,tidak ada
2605011,2026-07-15,45,46,0,102.22,✔,Tidak ada
2605011,2026-07-16,55,55,0,100.0,✔,Tidak ada
2605011,2026-07-14,98,98,0,100.0,✔,Tidak ada
2605011,2026-07-13,55,60,0,109.09,✔,Tidak ada
2604144,2026-07-20,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2605018,2026-07-20,55,60,0,109.09,✔,Tidak ada
2606102,2026-07-20,75,60,0,80.0,✔,Tidak ada
2605042,2026-07-20,0,66,0,100.0,✔,
2602168,2026-07-20,200,100,0,50.0,✔,"1. Pengecekan sebelum masuk proses assembling 
D33 = 450 PCS
D38 = 450 PCS"
2605046,2026-07-20,0,60,0,100.0,✔,
2605045,2026-07-20,0,3,0,100.0,✔,tidak ada
2605033,2026-07-20,42,42,0,100.0,✔,tidak ada
2605040,2026-07-20,50,50,0,100.0,✔,
2605040,2026-07-21,14,14,0,100.0,✔,
2605012,2026-07-20,52,0,0,0.0,✔,Tidak ada
2605042,2026-07-21,0,14,0,100.0,✔,
2603146,2026-07-20,63,60,3,95.24,✔,Pengecekan Pasir tiap mixing
2605018,2026-07-21,55,80,0,145.45,✔,Tidak ada
2605039,2026-07-21,22,22,0,100.0,✔,Tidak ada
2605044,2026-07-21,0,60,0,100.0,✔,tidak ada
2605047,2026-07-21,0,15,0,100.0,✔,Repair dimensi friction
2605047,2026-07-20,0,30,0,100.0,✔,Repair jig cylinder liner
2604144,2026-07-21,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2603131,2026-07-21,0,0,0,,✔,"melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan pemotongan material seperti beton neser, aluminium dan membuat peralatan peleburan seperti canting,stik slag, dan stik aluminium,sehabis memotong material lalu melakukan pembongkaran bottom ladle teapot 06 dan melakukan repair former ladle teapot 06"
2605046,2026-07-21,55,55,0,100.0,✔,
2602168,2026-07-21,200,200,0,100.0,✔,Warping 23 Koli
2605033,2026-07-21,25,25,0,100.0,✔,tidak ada
2606102,2026-07-21,75,60,0,80.0,✔,Tidak ada
2603130,2026-07-20,0,500,0,100.0,✔,"perbantuan area grinding start jam 07.30 - 14.15, 14.15 - 15.30 packing cover kapak kain."
2603130,2026-07-21,230,210,0,91.3,✔,"laser marking, plasma cutting, burrying moving galah 4m D33 (100 pcs) D38 (110 pcs), assembly, packing wrapping 60 koli."
2605040,2026-07-22,11,11,0,100.0,✔,
2603146,2026-07-21,2,2,2,100.0,✔,Pengecekan Pasir
2605044,2026-07-22,0,94,0,100.0,✔,tidak ada
2604144,2026-07-22,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2605039,2026-07-22,13,13,0,100.0,✔,tidak aada
2601176,2026-07-22,0,51,0,100.0,✔,
2602168,2026-07-22,200,70,0,35.0,✔,"1. Repair barang engine 
2. Material habis"
2605018,2026-07-22,55,81,0,147.27,✔,Tidak ada
2603130,2026-07-22,230,190,0,82.61,✔,"laser marking, plasma cutting, burrying moving galah 4m D33 (90 PCS) D38 (100 PCS), assembly, packing wrapping 40 koli."
2606103,2026-07-20,6,6,6,100.0,✔,repair copy pattern
2605018,2026-07-23,0,60,0,100.0,✔,Tidak ada
2605044,2026-07-23,0,80,0,100.0,✔,tidak ada
2604144,2026-07-23,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2605046,2026-07-23,0,46,0,100.0,✔,
2605045,2026-07-23,0,4,0,100.0,✔,tidak ada
2605033,2026-07-23,20,20,0,100.0,✔,tidak ada
2603130,2026-07-23,0,26,0,100.0,✔,"Fetling ORING 140 (12 pcs), Spacer Block (30 pcs), gerinda duduk Brake Drum (5 pcs), Spacer Block (8 pcs), ORING 140 (7 pcs), Friction (6 pcs)."
